id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-base-velvet_floc,base,velvet_floc,Bases,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":30,""simFlashScore"":25,""detail"":6,""mRange"":86,""rRange"":15,""ccRange"":20,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-victory_lane,base,victory_lane,Bases,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":5,""simFlashScore"":28,""detail"":5,""mRange"":76,""rRange"":18,""ccRange"":31,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-vintage_chrome,base,vintage_chrome,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":29,""detail"":17,""mRange"":51,""rRange"":122,""ccRange"":2,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-volcanic,base,volcanic,Bases,40,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":36,""simFlashScore"":14,""detail"":31,""mRange"":141,""rRange"":65,""ccRange"":51,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-wasp_warning,base,wasp_warning,Bases,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":51,""pinFlashScore"":4,""simFlashScore"":15,""detail"":51,""mRange"":241,""rRange"":75,""ccRange"":53,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-wet_look,base,wet_look,Bases,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":4,""simFlashScore"":75,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-xirallic,base,xirallic,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":5,""simFlashScore"":29,""detail"":11,""mRange"":89,""rRange"":21,""ccRange"":32,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-acid_rain,monolithic,acid_rain,Specials,52,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":46,""pinFlashScore"":17,""simFlashScore"":26,""detail"":100,""mRange"":166,""rRange"":136,""ccRange"":144,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_circular_chrome,monolithic,aniso_circular_chrome,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":47,""pinFlashScore"":4,""simFlashScore"":13,""detail"":29,""mRange"":67,""rRange"":150,""ccRange"":190,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_crosshatch_steel,monolithic,aniso_crosshatch_steel,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":40,""pinFlashScore"":6,""simFlashScore"":26,""detail"":22,""mRange"":102,""rRange"":191,""ccRange"":159,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_diagonal_candy,monolithic,aniso_diagonal_candy,Specials,50,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":39,""pinFlashScore"":37,""simFlashScore"":13,""detail"":27,""mRange"":166,""rRange"":182,""ccRange"":167,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_herringbone_gold,monolithic,aniso_herringbone_gold,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":41,""pinFlashScore"":6,""simFlashScore"":14,""detail"":27,""mRange"":117,""rRange"":169,""ccRange"":170,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_horizontal_chrome,monolithic,aniso_horizontal_chrome,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":42,""pinFlashScore"":5,""simFlashScore"":15,""detail"":26,""mRange"":62,""rRange"":143,""ccRange"":178,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_radial_metallic,monolithic,aniso_radial_metallic,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":42,""pinFlashScore"":6,""simFlashScore"":14,""detail"":30,""mRange"":125,""rRange"":169,""ccRange"":174,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_spiral_mercury,monolithic,aniso_spiral_mercury,Specials,40,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":38,""pinFlashScore"":5,""simFlashScore"":14,""detail"":22,""mRange"":68,""rRange"":155,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_turbulence_metal,monolithic,aniso_turbulence_metal,Specials,52,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":37,""simFlashScore"":25,""detail"":31,""mRange"":125,""rRange"":185,""ccRange"":176,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_vertical_pearl,monolithic,aniso_vertical_pearl,Specials,53,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":51,""simFlashScore"":27,""detail"":23,""mRange"":199,""rRange"":197,""ccRange"":147,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aniso_wave_titanium,monolithic,aniso_wave_titanium,Specials,49,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":43,""pinFlashScore"":37,""simFlashScore"":13,""detail"":21,""mRange"":173,""rRange"":208,""ccRange"":159,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-art_nouveau_vine,monolithic,art_nouveau_vine,Specials,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":28,""simFlashScore"":13,""detail"":16,""mRange"":150,""rRange"":89,""ccRange"":127,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aurora,monolithic,aurora,Specials,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":35,""simFlashScore"":18,""detail"":19,""mRange"":168,""rRange"":43,""ccRange"":179,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aurora_borealis_mono,monolithic,aurora_borealis_mono,Specials,51,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":37,""simFlashScore"":16,""detail"":38,""mRange"":180,""rRange"":99,""ccRange"":206,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-aurora_glow,monolithic,aurora_glow,Specials,47,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":32,""simFlashScore"":18,""detail"":28,""mRange"":219,""rRange"":86,""ccRange"":145,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-banshee,monolithic,banshee,Specials,50,mixed,sharpen-flash-islands,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":6,""simFlashScore"":76,""detail"":18,""mRange"":181,""rRange"":70,""ccRange"":227,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-baroque_scrollwork,monolithic,baroque_scrollwork,Specials,40,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":7,""simFlashScore"":13,""detail"":32,""mRange"":117,""rRange"":94,""ccRange"":144,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-bioluminescent_wave,monolithic,bioluminescent_wave,Specials,48,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":30,""simFlashScore"":19,""detail"":30,""mRange"":219,""rRange"":84,""ccRange"":163,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-black_ice,monolithic,black_ice,Specials,50,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":36,""simFlashScore"":16,""detail"":65,""mRange"":154,""rRange"":101,""ccRange"":148,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-blackbody,monolithic,blackbody,Specials,37,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":40,""pinFlashScore"":6,""simFlashScore"":17,""detail"":4,""mRange"":245,""rRange"":196,""ccRange"":100,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-blacklight_paint,monolithic,blacklight_paint,Specials,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":27,""simFlashScore"":17,""detail"":27,""mRange"":219,""rRange"":90,""ccRange"":155,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-blizzard,monolithic,blizzard,Specials,49,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":36,""simFlashScore"":16,""detail"":53,""mRange"":146,""rRange"":86,""ccRange"":138,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-blood_oath,monolithic,blood_oath,Specials,54,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":37,""simFlashScore"":33,""detail"":30,""mRange"":227,""rRange"":78,""ccRange"":231,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-brushed_metal_fine,monolithic,brushed_metal_fine,Specials,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":21,""pinFlashScore"":26,""simFlashScore"":13,""detail"":13,""mRange"":112,""rRange"":101,""ccRange"":121,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-catacombs,monolithic,catacombs,Specials,39,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":4,""simFlashScore"":20,""detail"":18,""mRange"":170,""rRange"":86,""ccRange"":236,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-cc_acid_burn,monolithic,cc_acid_burn,Specials,51,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":30,""simFlashScore"":14,""detail"":44,""mRange"":177,""rRange"":160,""ccRange"":157,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-cc_blood_orange,monolithic,cc_blood_orange,Specials,52,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":51,""pinFlashScore"":4,""simFlashScore"":14,""detail"":50,""mRange"":166,""rRange"":206,""ccRange"":222,""darkGlossPct"":0,""darkVoidPct"":0}"
